club_id,club_name,league,manager_name,season,start_date,end_date,fired,mid_season_fire,hire_type,reason
7154,Radomiak Radom,Ekstraklasa,Maciej Kedziorek,2023/2024,2023-12-01,2024-05-19,False,False,Permanent,inferred
7154,Radomiak Radom,Ekstraklasa,Maciej Lesisz,2023/2024,2023-11-27,2023-12-01,True,True,Permanent,inferred
7154,Radomiak Radom,Ekstraklasa,Constantin Gâlcă,2022/2023,2023-04-16,2023-11-27,True,True,Permanent,inferred
7154,Radomiak Radom,Ekstraklasa,Mariusz Lewandowski,2021/2022,2022-04-25,2023-04-16,True,True,Permanent,inferred
7154,Radomiak Radom,Ekstraklasa,Dariusz Banasik,2018/2019,2018-07-01,2022-04-25,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Marcin Brosz,2023/2024,2024-03-19,,False,False,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Jakub Drwal,2023/2024,2024-03-15,2024-03-19,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Mariusz Lewandowski,2023/2024,2023-07-01,2024-03-11,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Radoslav Latal,2021/2022,2022-01-10,2023-06-30,False,False,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Michal Probierz,2021/2022,2022-01-06,2022-01-08,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Waldemar Piątek,2021/2022,2021-12-13,2022-01-06,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Mariusz Lewandowski,2019/2020,2020-01-08,2021-12-13,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Waldemar Piątek,2019/2020,2019-11-13,2020-01-08,True,True,Permanent,inferred
15906,Bruk-Bet Termalica Nieciecza,Ekstraklasa,Piotr Mandrysz,2019/2020,2019-07-01,2019-11-13,True,True,Permanent,inferred
3291,Gornik Leczna,Ekstraklasa,Pavol Stano,2023/2024,2024-01-10,2025-06-30,False,False,Permanent,inferred
3291,Gornik Leczna,Ekstraklasa,Daniel Rusek,2023/2024,2023-12-11,2024-01-10,True,True,Permanent,inferred
3291,Gornik Leczna,Ekstraklasa,Ireneusz Mamrot,2022/2023,2023-02-26,2023-12-11,True,True,Permanent,inferred
3291,Gornik Leczna,Ekstraklasa,Marcin Prasol,2021/2022,2022-04-07,2023-02-25,True,True,Permanent,inferred
3291,Gornik Leczna,Ekstraklasa,Andrzej Orszulak,2021/2022,2022-04-04,2022-04-07,True,True,Permanent,inferred
3291,Gornik Leczna,Ekstraklasa,Kamil Kieres,2019/2020,2019-07-01,2022-04-04,True,True,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Zeljko Sopic,2024/2025,2025-03-17,2025-08-25,True,True,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Patryk Czubak,2024/2025,2025-02-24,2025-03-17,True,True,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Daniel Myśliwiec,2023/2024,2023-09-05,2025-02-24,True,True,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Janusz Niedzwiedz,2021/2022,2021-07-01,2023-09-05,True,True,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Marcin Broniszewski,2020/2021,2021-04-13,2021-06-30,False,False,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Enkeleid Dobi,2020/2021,2020-08-01,2021-04-13,True,True,Permanent,inferred
88,Widzew Lodz,Ekstraklasa,Marcin Kaczmarek,2019/2020,2019-07-01,2020-07-27,False,False,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Wojciech Lobodzinski,2024/2025,2025-03-10,2025-08-04,True,True,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Ireneusz Mamrot,2023/2024,2024-04-08,2025-03-09,True,True,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Radosław Bella,2023/2024,2023-07-01,2024-04-08,True,True,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Grzegorz Mokry,2022/2023,2022-10-17,2023-06-30,False,False,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Radosław Bella,2022/2023,2022-10-11,2022-10-17,True,True,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Wojciech Lobodzinski,2021/2022,2021-07-01,2022-10-11,True,True,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Jaroslaw Skrobacz,2020/2021,2020-08-01,2021-06-30,False,False,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Ireneusz Koscielniak,2019/2020,2020-06-22,2020-07-31,False,False,Permanent,inferred
8936,Miedz Legnica,Ekstraklasa,Dominik Nowak,2017/2018,2017-07-01,2020-06-22,False,False,Permanent,inferred
28893,Puszcza Niepolomice,Ekstraklasa,Tomasz Tulacz,2015/2016,2015-08-13,,False,False,Permanent,inferred
318,Ruch Chorzow,Ekstraklasa,Dawid Szulczek,2024/2025,2024-08-27,2025-08-05,True,True,Permanent,inferred
318,Ruch Chorzow,Ekstraklasa,Karol Szweda,2024/2025,2024-08-25,2024-08-27,True,True,Permanent,inferred
318,Ruch Chorzow,Ekstraklasa,Janusz Niedzwiedz,2023/2024,2023-12-29,2024-08-24,True,True,Permanent,inferred
318,Ruch Chorzow,Ekstraklasa,Jan Wos,2023/2024,2023-11-06,2023-12-29,True,True,Permanent,inferred
318,Ruch Chorzow,Ekstraklasa,Jaroslaw Skrobacz,2021/2022,2021-07-01,2023-11-06,True,True,Permanent,inferred
318,Ruch Chorzow,Ekstraklasa,Lukasz Bereta,2019/2020,2019-07-01,2021-06-30,False,False,Permanent,inferred
3527,Motor Lublin,Ekstraklasa,Mateusz Stolarski,2023/2024,2024-03-18,,False,False,Permanent,inferred
3527,Motor Lublin,Ekstraklasa,Gonçalo Feio,2022/2023,2022-09-19,2024-03-18,True,True,Permanent,inferred
3527,Motor Lublin,Ekstraklasa,Wojciech Stefanski,2022/2023,2022-09-13,2022-09-19,True,True,Permanent,inferred
3527,Motor Lublin,Ekstraklasa,Stanislaw Szpyrka,2021/2022,2022-06-15,2022-09-13,True,True,Permanent,inferred
3527,Motor Lublin,Ekstraklasa,Marek Saganowski,2020/2021,2020-12-14,2022-06-08,False,False,Permanent,inferred
3527,Motor Lublin,Ekstraklasa,Miroslaw Hajdo,2019/2020,2019-07-01,2020-12-13,True,True,Permanent,inferred
6456,GKS Katowice,Ekstraklasa,Rafał Górak,2018/2019,2019-06-03,,False,False,Permanent,inferred
62,SK Slavia Prague,Czech First League,Jindrich Trpisovsky,2017/2018,2018-01-01,,False,False,Permanent,inferred
197,AC Sparta Prague,Czech First League,Lubos Loucka,2024/2025,2025-05-15,2025-05-25,False,False,Permanent,inferred
197,AC Sparta Prague,Czech First League,Lars Friis,2024/2025,2024-07-01,2025-05-15,False,False,Permanent,inferred
197,AC Sparta Prague,Czech First League,Brian Priske,2022/2023,2022-07-01,2024-06-30,False,False,Permanent,inferred
197,AC Sparta Prague,Czech First League,Michal Hornak,2021/2022,2022-05-09,2022-06-30,False,False,Permanent,inferred
197,AC Sparta Prague,Czech First League,Pavel Vrba,2020/2021,2021-02-03,2022-05-09,False,False,Permanent,inferred
197,AC Sparta Prague,Czech First League,Vaclav Kotal,2019/2020,2020-02-18,2021-02-03,True,True,Permanent,inferred
197,AC Sparta Prague,Czech First League,Vaclav Jilek,2019/2020,2019-07-01,2020-02-17,True,True,Permanent,inferred
941,FC Viktoria Plzen,Czech First League,Miroslav Koubek,2023/2024,2023-07-01,2025-09-29,True,True,Permanent,inferred
941,FC Viktoria Plzen,Czech First League,Michal Bilek,2020/2021,2021-05-10,2023-06-30,False,False,Permanent,inferred
941,FC Viktoria Plzen,Czech First League,Adrian Gula,2019/2020,2020-01-01,2021-05-09,False,False,Permanent,inferred
941,FC Viktoria Plzen,Czech First League,Pavel Vrba,2017/2018,2017-07-01,2019-12-31,True,True,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,Josef Jinoch,2024/2025,2025-04-08,2025-06-30,False,False,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,Andreas Brännström,2024/2025,2024-08-24,2025-04-08,True,True,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,David Holoubek,2023/2024,2024-01-03,2024-08-24,True,True,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,Marek Kulic,2023/2024,2023-07-01,2023-12-31,True,True,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,Pavel Hoftych,2021/2022,2022-02-24,2023-06-30,False,False,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,Karel Jarolim,2020/2021,2020-12-08,2022-02-23,True,True,Permanent,inferred
5546,FK Mlada Boleslav,Czech First League,Jozef Weber,2017/2018,2018-02-27,2020-12-07,True,True,Permanent,inferred
697,FC Slovan Liberec,Czech First League,Radoslav Kovac,2023/2024,2024-05-26,,False,False,Permanent,inferred
697,FC Slovan Liberec,Czech First League,Lubos Kozel,2021/2022,2021-08-29,2024-06-30,False,False,Permanent,inferred
697,FC Slovan Liberec,Czech First League,Pavel Hoftych,2019/2020,2019-07-01,2021-08-26,True,True,Permanent,inferred
1322,FK Jablonec,Czech First League,Lubos Kozel,2024/2025,2024-07-01,,False,False,Permanent,inferred
1322,FK Jablonec,Czech First League,Radoslav Latal,2023/2024,2023-07-01,2024-06-30,False,False,Permanent,inferred
1322,FK Jablonec,Czech First League,David Horejs,2021/2022,2022-06-01,2023-05-29,False,False,Permanent,inferred
1322,FK Jablonec,Czech First League,Jiri Vagner,2021/2022,2022-04-25,2022-06-30,False,False,Permanent,inferred
1322,FK Jablonec,Czech First League,Petr Rada,2017/2018,2018-01-01,2022-04-25,True,True,Permanent,inferred
377,FC Banik Ostrava,Czech First League,Pavel Hapal,2022/2023,2022-10-12,2025-10-11,True,True,Permanent,inferred
377,FC Banik Ostrava,Czech First League,Pavel Vrba,2022/2023,2022-07-01,2022-10-10,True,True,Permanent,inferred
377,FC Banik Ostrava,Czech First League,Tomas Galasek,2021/2022,2022-04-12,2022-06-30,False,False,Permanent,inferred
377,FC Banik Ostrava,Czech First League,Ondrej Smetana,2020/2021,2021-02-27,2022-04-12,True,True,Permanent,inferred
377,FC Banik Ostrava,Czech First League,Lubos Kozel,2019/2020,2020-01-01,2021-02-27,True,True,Permanent,inferred
377,FC Banik Ostrava,Czech First League,Bohumil Panik,2017/2018,2018-03-12,2019-12-31,True,True,Permanent,inferred
2311,SK Sigma Olomouc,Czech First League,Tomas Janotka,2024/2025,2024-07-01,,False,False,Permanent,inferred
2311,SK Sigma Olomouc,Czech First League,Jiri Sanak,2023/2024,2024-02-26,2024-06-30,False,False,Permanent,inferred
2311,SK Sigma Olomouc,Czech First League,Vaclav Jilek,2021/2022,2021-07-01,2024-02-26,True,True,Permanent,inferred
2311,SK Sigma Olomouc,Czech First League,Radoslav Latal,2019/2020,2019-07-01,2021-06-30,False,False,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Bronislav Cervenka,2023/2024,2023-10-24,,False,False,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Pavel Vrba,2022/2023,2022-11-28,2023-10-23,True,True,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Vit Vrtelka,2022/2023,2022-11-14,2022-11-27,True,True,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Jan Jelinek,2020/2021,2021-05-10,2022-11-14,True,True,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Bohumil Panik,2019/2020,2020-03-10,2021-05-10,False,False,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Jan Kamenik,2019/2020,2019-10-07,2020-03-10,True,True,Permanent,inferred
5545,FC Fastav Zlin,Czech First League,Josef Csaplar,2019/2020,2019-07-01,2019-10-07,True,True,Permanent,inferred
715,Bohemians Prague 1905,Czech First League,Jaroslav Vesely,2021/2022,2022-03-21,,False,False,Permanent,inferred
715,Bohemians Prague 1905,Czech First League,Ludek Klusacek,2019/2020,2019-10-10,2022-03-21,True,True,Permanent,inferred
715,Bohemians Prague 1905,Czech First League,Martin Hasek,2016/2017,2017-04-05,2019-10-08,True,True,Permanent,inferred
5544,1.FC Slovacko,Czech First League,Tomas Palinek,2024/2025,2025-04-01,2025-06-30,False,False,Permanent,inferred
5544,1.FC Slovacko,Czech First League,Ondrej Smetana,2024/2025,2024-11-14,2025-03-31,True,True,Permanent,inferred
5544,1.FC Slovacko,Czech First League,Jan Palinek,2024/2025,2024-10-27,2024-11-13,True,True,Permanent,inferred
5544,1.FC Slovacko,Czech First League,Roman West,2024/2025,2024-07-01,2024-10-27,True,True,Permanent,inferred
5544,1.FC Slovacko,Czech First League,Martin Svedik,2018/2019,2018-11-12,2024-06-30,False,False,Permanent,inferred
13726,MFK Karvina,Czech First League,Martin Hysky,2024/2025,2024-07-01,2025-10-15,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Marek Bielan,2023/2024,2024-03-13,2024-06-30,False,False,Permanent,inferred
13726,MFK Karvina,Czech First League,Juraj Jarabek,2023/2024,2023-09-27,2024-03-12,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Lubomir Luhovy,2023/2024,2023-09-19,2023-09-27,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Tomas Hejdusek,2022/2023,2022-07-01,2023-09-18,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Bohumil Panik,2021/2022,2021-10-08,2022-06-30,False,False,Permanent,inferred
13726,MFK Karvina,Czech First League,Jozef Weber,2020/2021,2021-03-23,2021-10-06,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Petr Maslej,2020/2021,2021-03-16,2021-03-23,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Juraj Jarabek,2019/2020,2019-11-14,2021-03-16,True,True,Permanent,inferred
13726,MFK Karvina,Czech First League,Frantisek Straka,2018/2019,2019-03-13,2019-11-11,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Jiri Lerch,2024/2025,2025-01-12,2025-07-07,False,False,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Frantisek Straka,2024/2025,2024-07-29,2025-01-10,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Jiri Lerch,2023/2024,2024-01-15,2024-07-28,False,False,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Jiri Lerch,2023/2024,2023-12-14,2024-01-14,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Tomas Zapotocny,2023/2024,2023-11-23,2023-12-14,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Marek Nikl,2022/2023,2022-11-13,2023-11-23,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Jiri Lerch,2022/2023,2022-10-31,2022-11-13,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,Jozef Weber,2022/2023,2022-07-01,2022-10-31,True,True,Permanent,inferred
1321,SK Dynamo Ceske Budejovice,Czech First League,David Horejs,2015/2016,2015-10-12,2022-05-31,False,False,Permanent,inferred
814,FK Teplice,Czech First League,Zdenko Frtala,2022/2023,2023-03-06,,False,False,Permanent,inferred
814,FK Teplice,Czech First League,Jiri Jarosik,2021/2022,2021-09-28,2023-03-04,True,True,Permanent,inferred
814,FK Teplice,Czech First League,Radim Kucera,2020/2021,2020-11-30,2021-09-26,True,True,Permanent,inferred
814,FK Teplice,Czech First League,Stanislav Hejkal,2018/2019,2018-09-25,2020-11-30,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Jiri Kohout,2023/2024,2024-05-09,,False,False,Permanent,inferred
2598,1.FK Pribram,Czech First League,Roman Bednar,2023/2024,2024-04-04,2024-05-09,False,False,Permanent,inferred
2598,1.FK Pribram,Czech First League,Karel Krejci,2022/2023,2023-04-25,2024-04-04,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Dusan Uhrin,2022/2023,2022-11-30,2023-04-25,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Tomas Zapotocny,2021/2022,2021-11-11,2022-11-12,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Jozef Valachovic,2020/2021,2021-03-15,2021-11-11,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Pavel Horvath,2019/2020,2020-03-11,2021-03-15,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Petr Cuhel,2019/2020,2020-02-25,2020-03-10,True,True,Permanent,inferred
2598,1.FK Pribram,Czech First League,Roman Nadvornik,2018/2019,2019-03-18,2020-02-24,True,True,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Roman Nadvornik,2024/2025,2025-03-21,2026-03-23,True,True,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Tomas Zapotocny,2024/2025,2024-07-01,2025-03-16,True,True,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Miloslav Brozek,2022/2023,2023-04-24,2024-06-30,False,False,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Peter Hlinka,2022/2023,2023-01-01,2023-04-24,True,True,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Roman West,2021/2022,2021-07-01,2022-12-06,True,True,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Radoslav Kovac,2019/2020,2020-06-11,2021-06-30,False,False,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Jiri Balcarek,2019/2020,2019-11-12,2020-06-11,False,False,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Alois Grussmann,2019/2020,2019-09-26,2019-11-12,True,True,Permanent,inferred
479,Slezsky FC Opava,Czech First League,Ivan Kopecky,2018/2019,2018-09-05,2019-09-26,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Martin Svedik,2024/2025,2025-04-12,,False,False,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Marek Zubek,2024/2025,2025-03-16,2025-04-12,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Jaroslav Hynek,2024/2025,2024-07-01,2025-03-16,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Lukas Kriz,2023/2024,2024-04-15,2024-06-30,False,False,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Tomas Polach,2023/2024,2023-10-24,2024-04-15,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Ludek Klusacek,2022/2023,2023-06-19,2023-10-24,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Martin Hasek,2022/2023,2023-04-11,2023-06-18,False,False,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Richard Dostalek,2020/2021,2020-12-15,2023-04-11,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Miloslav Machalek,2019/2020,2019-10-07,2020-12-15,True,True,Permanent,inferred
5225,FC Zbrojovka Brno,Czech First League,Pavel Sustr,2018/2019,2018-08-26,2019-10-07,True,True,Permanent,inferred
1496,FK Pardubice,Czech First League,David Strihavka,2024/2025,2024-10-31,2025-09-29,True,True,Permanent,inferred
1496,FK Pardubice,Czech First League,Dusan Zmolik,2024/2025,2024-10-29,2024-10-31,True,True,Permanent,inferred
1496,FK Pardubice,Czech First League,Jiri Sanak,2024/2025,2024-07-01,2024-10-27,True,True,Permanent,inferred
1496,FK Pardubice,Czech First League,Radoslav Kovac,2022/2023,2022-09-13,2024-05-25,False,False,Permanent,inferred
1496,FK Pardubice,Czech First League,Pavel Nemecek,2022/2023,2022-08-29,2022-09-13,True,True,Permanent,inferred
1496,FK Pardubice,Czech First League,Jiri Krejci,2014/2015,2015-01-01,2022-08-29,True,True,Permanent,inferred
1897,FC Hradec Kralove,Czech First League,David Horejs,2023/2024,2024-02-28,,False,False,Permanent,inferred
1897,FC Hradec Kralove,Czech First League,Vaclav Kotal,2023/2024,2023-09-18,2024-02-28,True,True,Permanent,inferred
1897,FC Hradec Kralove,Czech First League,Jozef Weber,2022/2023,2023-06-01,2023-09-18,True,True,Permanent,inferred
1897,FC Hradec Kralove,Czech First League,Stanislav Hejkal,2022/2023,2023-04-25,2023-06-30,False,False,Permanent,inferred
1897,FC Hradec Kralove,Czech First League,Miroslav Koubek,2021/2022,2021-07-01,2023-04-25,True,True,Permanent,inferred
1897,FC Hradec Kralove,Czech First League,Zdenko Frtala,2018/2019,2018-07-01,2021-06-30,False,False,Permanent,inferred
450,FK Dukla Prague,Czech First League,Petr Rada,2022/2023,2022-07-01,2025-06-30,False,False,Permanent,inferred
450,FK Dukla Prague,Czech First League,Bohuslav Pilny,2020/2021,2021-04-15,2022-06-30,False,False,Permanent,inferred
450,FK Dukla Prague,Czech First League,Roman Skuhravy,2018/2019,2018-09-06,2021-04-15,True,True,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Robbie Keane,2024/2025,2025-01-06,,False,False,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Pascal Jansen,2024/2025,2024-07-01,2024-12-31,True,True,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Leandro,2023/2024,2024-05-16,2024-06-13,False,False,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Dejan Stanković,2023/2024,2023-09-04,2024-06-30,False,False,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Csaba Máté,2023/2024,2023-07-19,2023-09-04,True,True,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Stanislav Cherchesov,2021/2022,2021-12-20,2023-07-19,False,False,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Peter Stöger,2021/2022,2021-07-01,2021-12-13,True,True,Permanent,inferred
279,Ferencvárosi TC,Nemzeti Bajnokság,Sergiy Rebrov,2018/2019,2018-08-22,2021-06-04,False,False,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Gábor Boér,2024/2025,2025-06-23,2025-11-10,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Krisztián Timár,2024/2025,2025-04-15,2025-06-22,False,False,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Tamás Pető,2024/2025,2024-07-01,2025-04-15,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Bartosz Grzelak,2022/2023,2023-03-15,2024-06-30,False,False,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Szabolcs Huszti,2022/2023,2022-10-17,2023-03-14,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Michael Boris,2021/2022,2022-02-16,2022-10-17,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Imre Szabics,2020/2021,2021-04-01,2022-02-16,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Tamás Szalai,2020/2021,2021-02-17,2021-03-31,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Gábor Márton,2020/2021,2020-07-08,2021-02-17,True,True,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Joan Carrillo,2019/2020,2019-11-25,2020-07-06,False,False,Permanent,inferred
11107,MOL Vidi FC,Nemzeti Bajnokság,Marko Nikolic,2016/2017,2017-06-06,2019-11-25,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Tamás Feczkó,2024/2025,2025-01-03,,False,False,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Zsolt Laczkó,2024/2025,2024-08-19,2024-12-17,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Aurél Csertői,2023/2024,2023-11-09,2024-08-15,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Djordje Kamber,2023/2024,2023-10-31,2023-11-08,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Máté Pinezits,2022/2023,2023-06-01,2023-10-31,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Dean Klafuric,2022/2023,2022-10-24,2023-05-28,False,False,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Tam Courts,2021/2022,2022-06-15,2022-10-24,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Nebojsa Vignjevic,2021/2022,2022-02-02,2022-06-09,False,False,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Ferenc Horváth,2020/2021,2021-02-15,2022-01-31,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,István Pisont,2020/2021,2020-12-07,2021-02-15,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Tamás Bódog,2020/2021,2020-07-01,2020-12-06,True,True,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,István Pisont,2019/2020,2020-03-19,2020-06-30,False,False,Permanent,inferred
709,Budapest Honvéd FC,Nemzeti Bajnokság,Giuseppe Sannino,2018/2019,2019-05-28,2020-03-19,True,True,Permanent,inferred
37169,Puskás Akadémia FC,Nemzeti Bajnokság,Zsolt Hornyák,2019/2020,2019-07-01,,False,False,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Nestor El Maestro,2024/2025,2024-11-11,2025-06-14,False,False,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Tibor Dombi,2024/2025,2024-10-27,2024-11-11,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Csaba Máté,2024/2025,2024-09-01,2024-10-27,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Tibor Dombi,2024/2025,2024-08-27,2024-08-31,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Srdjan Blagojevic,2022/2023,2022-09-21,2024-08-26,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Tibor Dombi,2022/2023,2022-08-31,2022-09-20,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,João Janeiro,2022/2023,2022-07-01,2022-08-31,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Joan Carrillo,2021/2022,2021-11-12,2022-06-27,False,False,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Gergő Jeremiás,2021/2022,2021-10-28,2021-11-11,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Szabolcs Huszti,2020/2021,2021-02-16,2021-10-28,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Elemér Kondás,2019/2020,2020-06-07,2021-02-15,True,True,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,Zoltán Vitelki,2019/2020,2019-12-30,2020-06-07,False,False,Permanent,inferred
84,Debreceni VSC,Nemzeti Bajnokság,András Herczeg,2016/2017,2017-05-22,2019-12-27,True,True,Permanent,inferred
9241,Diósgyőri VTK,Nemzeti Bajnokság,Vladimir Radenkovic,2024/2025,2025-06-18,2026-03-06,True,True,Permanent,inferred
9241,Diósgyőri VTK,Nemzeti Bajnokság,Valdas Dambrauskas,2024/2025,2025-02-26,2025-06-30,False,False,Permanent,inferred
9241,Diósgyőri VTK,Nemzeti Bajnokság,Richárd Vincze,2024/2025,2025-02-19,2025-02-25,True,True,Permanent,inferred
9241,Diósgyőri VTK,Nemzeti Bajnokság,Vladimir Radenkovic,2023/2024,2024-02-14,2025-02-19,True,True,Permanent,inferred
9241,Diósgyőri VTK,Nemzeti Bajnokság,Sergey Kuznetsov,2022/2023,2022-08-24,2024-01-31,True,True,Permanent,inferred
